Date / Time (EDT)	Battery (v)	Water Temp (F)	Water Conductivity (mS/cm)	Water Salinity (ppt)	Air Temp (F)	Relative Humidity (%)	Barometric  Pressure (in/Hg)	Rainfall (in)	NAVD88 Water Level (ft)
12/30/2020 10:48	12.91	55.45	9.1	5.79	63.1	100	30.28	0	-
12/30/2020 10:42	12.88	55.43	11.1	7.08	62.9	99.9	30.28	0	-
12/30/2020 10:36	12.86	55.69	12	7.7	62.7	100	30.28	0	-
12/30/2020 10:30	12.88	56.15	14.3	9.17	62.6	100	30.28	0	-
12/30/2020 10:24	12.89	56.16	14.4	9.2	62.4	100	30.28	0	-
12/30/2020 10:18	12.91	56.16	14	8.95	62	100	30.28	0	-
12/30/2020 10:12	12.94	56.16	13.6	8.68	62	100	30.28	0	-
12/30/2020 10:06	12.98	56.18	13.6	8.71	61.8	100	30.28	0	-
12/30/2020 10:00	13.01	56.18	13.6	8.7	61.8	100	30.28	0	-
12/30/2020 9:54	12.99	56.16	13.6	8.69	61.5	100	30.28	0	-
12/30/2020 9:48	12.89	56.13	14.1	9	61.5	100	30.28	0	-
12/30/2020 9:42	12.86	56.12	14	8.94	61.7	100	30.28	0	-
12/30/2020 9:36	12.95	56.1	14	8.97	61.7	100	30.28	0	-
12/30/2020 9:30	12.97	56.08	14	8.94	61.5	100	30.28	0	-
12/30/2020 9:24	12.89	56.06	13.9	8.89	61.3	100	30.28	0	-
12/30/2020 9:18	12.82	56.03	13.9	8.91	61.1	100	30.28	0	-
12/30/2020 9:12	12.84	56	13.8	8.85	60.9	100	30.27	0	-
12/30/2020 9:06	12.84	55.97	13.6	8.73	60.8	100	30.27	0	-
12/30/2020 9:00	-	-	-	-	-	-	-	-	-
12/30/2020 8:54	12.79	55.91	13.6	8.73	61.1	100	30.27	0	-
12/30/2020 8:48	12.77	55.86	13	8.3	60.8	100	30.27	0	-
12/30/2020 8:42	12.78	55.81	12.9	8.26	60.4	100	30.27	0	-
12/30/2020 8:36	12.78	55.75	13	8.32	60	100	30.27	0	-
12/30/2020 8:30	12.77	55.69	12.9	8.23	60	100	30.27	0	-
12/30/2020 8:24	12.79	55.62	12.6	8.03	60	100	30.26	0	-
12/30/2020 8:18	12.77	55.55	12.4	7.96	60	100	30.26	0	-
12/30/2020 8:12	12.78	55.46	12.7	8.15	60	100	30.26	0	-
12/30/2020 8:06	12.77	55.36	12.3	7.87	60	100	30.25	0	-
12/30/2020 8:00	12.77	55.23	11.9	7.62	60.2	100	30.26	0	-
12/30/2020 7:54	12.77	55.14	11.2	7.16	60.2	100	30.25	0	-
12/30/2020 7:48	12.77	55	10.9	6.97	60.2	100	30.25	0	-
12/30/2020 7:42	12.77	54.9	10.8	6.88	60.2	100	30.25	0	-
12/30/2020 7:36	12.77	54.83	10.6	6.8	60.2	100	30.25	0	-
12/30/2020 7:30	12.76	54.78	10.5	6.69	60.4	100	30.26	0	-
12/30/2020 7:24	12.76	54.68	10.1	6.44	60.4	100	30.25	0	-
12/30/2020 7:18	12.79	54.62	9.7	6.22	60.2	100	30.25	0	-
12/30/2020 7:12	12.79	54.56	9.5	6.1	60.2	100	30.25	0	-
12/30/2020 7:06	12.77	54.52	9.5	6.06	60	100	30.25	0	-
12/30/2020 7:00	12.77	54.47	9	5.76	60.2	100	30.25	0	-
12/30/2020 6:54	12.77	54.41	8.8	5.64	60.2	100	30.25	0	-
12/30/2020 6:48	12.77	54.36	8.7	5.6	60	100	30.25	0	-
12/30/2020 6:42	12.77	54.29	8.5	5.41	60.2	100	30.24	0	-
12/30/2020 6:36	12.77	54.22	8.2	5.22	60.2	100	30.24	0	-
12/30/2020 6:30	12.77	54.18	8	5.13	60.2	100	30.24	0	-
12/30/2020 6:24	12.78	54.13	7.5	4.79	60.2	100	30.24	0	-
12/30/2020 6:18	12.79	54.12	7.5	4.77	60.2	100	30.24	0	-
12/30/2020 6:12	12.79	54.1	7.2	4.61	60.2	100	30.24	0	-
12/30/2020 6:06	12.78	54.07	6.6	4.25	60.4	100	30.24	0	-
12/30/2020 6:00	12.78	54.03	6.3	4.04	60.4	100	30.24	0	-
12/30/2020 5:54	12.78	53.98	5.9	3.77	60.4	100	30.24	0	-
12/30/2020 5:48	12.78	53.93	6.1	3.89	60.4	100	30.24	0	-
12/30/2020 5:42	12.78	53.91	5.8	3.73	60.2	100	30.24	0	-
12/30/2020 5:36	12.78	53.9	5.6	3.55	60	100	30.24	0	-
12/30/2020 5:30	12.79	53.86	5.3	3.41	60	100	30.24	0	-
12/30/2020 5:24	12.78	53.83	4.9	3.14	60	100	30.25	0	-
12/30/2020 5:18	12.79	53.8	4.8	3.05	60.2	100	30.24	0	-
12/30/2020 5:12	12.8	53.77	4.6	2.93	60.6	100	30.24	0	-
12/30/2020 5:06	12.78	53.71	4.2	2.71	60.2	100	30.24	0	-
12/30/2020 5:00	12.79	53.66	3.7	2.37	60	100	30.24	0	-
12/30/2020 4:54	12.8	53.64	3.2	2.08	59.7	100	30.24	0	-
12/30/2020 4:48	12.79	53.64	3.4	2.15	59.5	100	30.24	0	-
12/30/2020 4:42	12.8	53.63	3.4	2.15	59.3	100	30.24	0	-
12/30/2020 4:36	12.8	53.62	2.8	1.81	59.3	100	30.24	0	-
12/30/2020 4:30	12.8	53.62	2.8	1.79	59.3	100	30.24	0	-
12/30/2020 4:24	12.8	53.6	3	1.89	59.1	100	30.24	0	-
12/30/2020 4:18	12.8	53.56	2.2	1.41	59.3	100	30.24	0	-
12/30/2020 4:12	12.81	53.51	1.9	1.24	59.7	100	30.24	0	-
12/30/2020 4:06	12.8	53.47	1.9	1.19	60.2	100	30.24	0	-
12/30/2020 4:00	12.8	53.45	1.6	1.03	60.4	100	30.24	0	-
12/30/2020 3:54	12.8	53.43	1.4	0.91	60.6	100	30.24	0	-
12/30/2020 3:48	12.82	53.43	1.6	0.99	60.8	100	30.24	0	-
12/30/2020 3:42	12.81	53.44	1.4	0.9	60.8	100	30.24	0	-
12/30/2020 3:36	12.81	53.42	1	0.61	60.8	100	30.24	0	-
12/30/2020 3:30	12.82	53.42	0	0.01	60.4	100	30.24	0	-
12/30/2020 3:24	12.84	53.4	0.5	0.32	60.2	100	30.24	0	-
12/30/2020 3:18	12.84	53.4	0.4	0.29	59.9	100	30.25	0	-
12/30/2020 3:12	12.82	53.4	0.5	0.32	59.7	100	30.25	0	-
12/30/2020 3:06	12.82	53.4	0.4	0.26	59.5	100	30.25	0	-
12/30/2020 3:00	12.82	53.41	0.5	0.32	59.5	100	30.25	0	-
12/30/2020 2:54	12.84	53.4	0.4	0.28	59.3	100	30.25	0	-
12/30/2020 2:48	12.83	53.41	0.5	0.33	59.7	100	30.25	0	-
12/30/2020 2:42	12.83	53.41	0.7	0.44	59.9	100	30.25	0	-
12/30/2020 2:36	12.85	53.41	0.7	0.46	60.2	100	30.25	0	-
12/30/2020 2:30	12.83	53.4	0.9	0.59	60.4	100	30.25	0	-
12/30/2020 2:24	12.85	53.4	1	0.62	60.4	100	30.25	0	-
12/30/2020 2:18	12.86	53.4	1.2	0.74	60.2	100	30.25	0	-
12/30/2020 2:12	12.84	53.4	1.3	0.86	60.2	100	30.25	0	-
12/30/2020 2:06	12.84	53.41	1.7	1.08	60.2	100	30.25	0	-
12/30/2020 2:00	12.85	53.41	1.8	1.12	60.2	100	30.25	0	-
12/30/2020 1:54	12.85	53.43	2	1.28	60.2	100	30.25	0	-
12/30/2020 1:48	12.85	53.44	2.4	1.56	60.4	100	30.25	0	-
12/30/2020 1:42	12.83	53.45	2.6	1.65	60.2	100	30.25	0	-
12/30/2020 1:36	12.85	53.46	2.8	1.8	60	100	30.26	0	-
12/30/2020 1:30	12.86	53.47	3	1.89	59.7	100	30.26	0	-
12/30/2020 1:24	12.86	53.48	3.1	1.96	59.3	100	30.26	0	-
12/30/2020 1:18	12.88	53.5	3.3	2.08	59.1	100	30.26	0	-
12/30/2020 1:12	12.86	53.5	3.4	2.16	59.1	100	30.26	0	-
12/30/2020 1:06	12.86	53.52	3.6	2.29	59.1	100	30.26	0	-
12/30/2020 1:00	12.87	53.53	3.7	2.4	59	100	30.27	0	-
12/30/2020 0:54	12.87	53.54	4	2.56	59.1	100	30.27	0	-
12/30/2020 0:48	12.87	53.56	4.2	2.67	59.1	100	30.27	0	-
12/30/2020 0:42	12.88	53.59	4.4	2.84	59.3	100	30.27	0	-
12/30/2020 0:36	12.87	53.62	4.6	2.92	59.5	100	30.27	0	-
12/30/2020 0:30	12.88	53.64	4.7	3.01	59.7	100	30.27	0	-
12/30/2020 0:24	12.89	53.68	5	3.21	59.9	100	30.27	0	-
12/30/2020 0:18	12.88	53.7	5.4	3.45	60	100	30.28	0	-
12/30/2020 0:12	12.88	53.72	5.6	3.58	59.9	100	30.28	0	-
12/30/2020 0:06	12.89	53.74	5.8	3.7	60	100	30.28	0	-
12/30/2020 0:00	12.86	53.8	6.3	4	60.2	100	30.28	0	-
